Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
146599786;0661706100564, 12416037;TY327787DE-BK;TY327787DE-BK;Grading;Product is beschadigd – oplader doet het niet – product gaat niet aan| Product is damaged – charger doesn’t work – product won’t turn on| ?????? ???? - ?????? ?? ???? - ?????? ?? ?????.
146601738;0794094640432, 01429061;JV10614;JV10614;Grading;spiegel gebroken | mirror broken | ?????? ??????
146683397;8720195257776, 2950047976173;;;Palletzending, Grading;| Frame/draagstangen gebroken, verbogen of gedeukt, scherpe randen, draagtas en opberghoes kapot, rolletje afgebroken. | Frame/support poles broken, bent or dented, sharp edges, carry bag and storage cover damaged, roller broken. | ??????/??????? ??????? ??????? ?????? ?? ??????? ???? ????? ????? ????? ????? ??????? ??????? ?????? ??????. |
146683399;8720195257783, 2950047976142;;;Palletzending, Grading;opbergtas gescheurd, tent niet bruikbaar, frame verbogen, buis knik/plooi, ankerpunt afgescheurd, tent gebruikt | storage bag torn, tent unusable, frame bent, tube kink/fold, anchor point torn, tent used | ????? ??????? ?????? ?????? ??? ????? ?????????? ?????? ?????? ????? ????/???? ???? ??????? ?????? ?????? ???????
146683401;8720195257813, 2950047976081;;LG1292;Palletzending, Grading;| Zwaar beschadigd, poten afgebroken. | Severely damaged, legs broken off. | ????? ????? ?????? ??????. |
146799652;8720195258278, 2950030699935;2950030699935;2950030699935;Grading;De garde schiet vaak los of stopt met draaien – de melk wordt niet warm - apparaat gaat wel aan maar schuim wordt niet goed gemaakt - Apparaat stopt opschuimproces na 5 tot 10 seconden omdat het schuimonderdeel van de as afspringt of teveel omhoog komt waardoor deze niet meer ronddraait en opschuimt – gebruikssporen - melk wordt warm, maar schuimt niet op. Het roterende deel werkt niet| The whisk often comes loose or stops spinning – the milk does not get warm – the device turns on but does not produce good foam – the device stops the frothing process after 5 to 10 seconds because the frothing attachment either pops off the shaft or rises too much, preventing it from spinning and frothing – signs of use – the milk gets warm but does not foam – the rotating part does not work|?????? ?????? ?? ????? ?? ????? ?? ??????? – ?????? ?? ???? – ?????? ???? ??? ?? ???? ???? ???? – ?????? ???? ????? ??????? ??? 5 ??? 10 ????? ??? ??? ??????? ????? ?? ?????? ?? ????? ?????? ??? ????? ?? ??????? ???????? – ???? ???? ??????? – ?????? ???? ???? ?? ????? ??? ???? – ????? ?????? ?? ????.
146799653;8720195257431, 2950030368091;2950030368091;2950030368091;Grading;Accu werkt niet - opgeladen. maar geeft nog steeds aan dat batterij helemaal leeg is – product gaat aan, maar binnen een paar seconden knipperen de batterijlampjes en gaat hij uit – niet alle standen doen het – filter past niet in de kom – alles valt eruit wat opgezogen is|The battery doesn't work – it's charged, but still shows as completely empty – the product turns on, but within a few seconds the battery lights start blinking and it shuts off – not all modes work – the filter does not fit in the container – everything that is vacuumed falls back out| ???????? ?? ???? – ?? ?????? ????? ?? ???? ???? ?????? ????? ?????? – ?????? ????? ??? ??? ??? ????? ???? ????? ???????? ?? ?????? ?? ????? – ???? ?? ??????? ???? – ?????? ?? ?????? ?? ??????? – ?? ?? ??? ???? ???? ??? ????.
146799658;8720195258285, 2950030699959;2950030699959;2950030699959;Omdoos, Grading;Melk wordt niet warm – de spiraal van de melk opschuimer draait niet of nauwelijks– gebruikssporen – het plastic scheurt door de hitte| The milk does not get warm – the coil of the milk frother spins little or not at all – signs of use – the plastic cracks due to the heat| ?????? ?? ???? – ????? ???????? ?? ???? ????? ?????? ?? ???? ?? ???? ?????? – ???? ???? ??????? – ????????? ????? ???? ???????.
146799660;8720195257400, 2950030226438;2950030226438;2950030226438;Grading;| Lekt, verwarming defect, kalk en roest aanwezig, product duidelijk gebruikt | Leaks, heating defective, limescale and rust present, product clearly used | ?????? ???? ??????? ????? ?????? ????? ??????? ?????? ?????? ????? |
146839631;8720618939371, 2950029021471, 2950008569444;2950029021471;2950029021471;Grading;Product niet compleet – oplader werkt niet – product gaat niet aan| Product not complete – charger not working – product does not turn on| ?????? ??? ????? – ?????? ?? ???? – ?????? ?? ????|
146839634;8720618939005, 2950025463169, 5715422484011;2950025463169;2950025463169;Grading;tas gebruikt, klittenband slap, lusje los, rits los, draagband los | bag used, velcro weak, loop loose, zipper detached, shoulder strap loose | ??????? ???????? ???????? ????? ?????? ??????? ?????? ?????? ???? ????? ?????
146839635;8720618939425, 2950029501522;2950029501522;2950029501522;Grading;De rits werkt niet| The zipper does not work| ?????? ?? ????
146839642;8720387559305, 2950027001772, 4260388453508;2950027001772;2950025222872;Grading;Het product werkt niet – de knop gaat niet van het apparaat af – er komt geen stoom uit het apparaat| The product does not work – the button does not come off the device – no steam comes out of the device| ?????? ?? ???? – ???? ?? ????? ?? ?????? – ?? ???? ???? ?? ??????
146839643;8719325661675, 2950020315777;2950020315777;2950020315777;Grading;Het apparaat gaat niet aan – de krultang wordt niet warm| The device does not turn on – the curling iron does not heat up| ?????? ?? ???? – ????? ??????? ?? ????
146839650;8719325661637, 2950017237631;2950017237631;2950017237631, 8720618939043;Grading;Product gaat niet aan – Het product neem geen water op| Product does not turn on – The product does not absorb water| ?????? ?? ???? – ?????? ?? ???? ?????
146839653;8720387559374, 2950027001765;2950027001765;2950027001765;Grading;Product laad niet op| Product does not charge| ?????? ?? ????
146839667;8719325661538, 2950013563345;2950013563345;2950013563345;Grading;Product gaat niet aan - Laadbalk blijft laden| Product does not turn on – Charging bar keeps loading| ?????? ?? ???? – ???? ????? ????? ?? ???????
146858991;0617748484872, 25058138;OP70481;OP70481;Grading;Schroefjes blijven niet zitten – tafel kan je niet in elkaar zetten| Screws won’t stay in place – table cannot be assembled| ???????? ?? ???? ?? ?????? - ?? ???? ????? ???????.
146860082;0783501299714, 12439936;TQ10123DE-YW;TQ10123DE-YW;Grading;Product is niet compleet – accu doet het niet – product gaat niet aan| Product is not complete – battery doesn’t work – product won’t turn on| ?????? ??? ????? - ???????? ?? ???? - ?????? ?? ?????.
146860106;0736542323238, 01073027;HW64483BN;HW64483BN;Opvulling, Grading;spiegel stuk, kast beschadigd | mirror broken, cabinet damaged | ?????? ??????? ??????? ?????
146860165;0783501338239, 18031696, 783501338239;FP10282DE-WH;FP10282DE-WH;Grading;Product rammelt bij koelen| Product rattles when cooling| ?????? ???? ??? ?????? ??? ???????.
146860624;0783501230779, 08006818;BB5810GR;BB5810GR;Grading;Product is niet compleet – 2 dezelfde poten, waardoor hij niet in elkaar te zetten is| Product is not complete – 2 identical legs, making it impossible to assemble| ?????? ??? ????? - ???? ????? ?????????? ??? ???? ?? ???????? ??????.
146861700;0783501269717, 08007286;BE10017WH;BE10017WH;Grading;Het slot is uit het lood – product gaat niet dicht| The lock is misaligned – product won’t close| ????? ??? ????? – ?????? ?? ?????.
146903079;5706751023521, 2950016930731;MCA-230 MK2;MCA-230 MK2;Grading;werkend, volumeregeling defect, schade | working, volume control defective, damage | ????? ??? ????? ????? ???
146927274;8720387559268, 2950023094099;2950023094099;2950023094099;Grading;Kruk zakt langzaam naar benden blijft niet op de juiste hoogte staan| Stool slowly sinks down, does not stay at the correct height| ?????? ???? ???? ??? ???? ??? ???????? ??????
146927282;8720618939500, 2950031197706;;;Grading;Product is niet compleet – het slot gaat niet open| Product is not complete – the lock does not open| ?????? ??? ????? – ????? ?? ????
146927285;8720938923081, 2950032830633;2950032830633;2950032830633;Grading;Drukker van het voorvakje is kapot| Front pocket snap is broken| ??????? ????? ??????? ?????
146927292;8720938923098, 2950032918898;2950032918898;2950032918898;Grading;Geeft geen heet water – de stoomfunctie werkt niet – product maakt een piepend geluid – product is niet compleet – het product zuigt niet| Does not provide hot water – Steam function does not work – Product makes a squeaking sound – Product is not complete – Product does not suck| ?? ???? ????? ?????? - ????? ?????? ?? ???? - ?????? ???? ??? ???? - ?????? ??? ????? - ?????? ?? ????
147140186;6438092049425, 2950018964369, 2950009870983;2950009870983;2950009870983;Grading;| Geluid en USB werken niet, projector toont geen beeld, verbinding mislukt | Sound and USB do not work, projector shows no image, connection fails | ????? ?USB ?? ??????? ???? ????? ?? ???? ????? ??????? ???? |
147140201;8720618356130, 2950023299258;2950023299258;2950023299258;Grading;| Toetsenbord werkt niet goed, G/H/N/M/,/spatiebalk doen het niet | Keyboard not working properly, G/H/N/M/,/spacebar not working | ???? ???????? ?? ???? ???? ????? ???????? G/H/N/M/ ???????? ?? ???? |
147140207;8720618356208;2950023566343;2950023566343;Grading;| Koptelefoon laadt niet, aan/uit knop werkt niet, binnenkant breekt bij vouwen. | Headphones not charging, power button not working, inside breaks when folding. | ?????? ????? ?? ????? ?? ??????? ?? ????? ?????? ????? ??? ????. |
147178161;6942138985481;67403;67403;Grading;Luchtbed loopt leeg| The air mattress deflates| ????? ?????? ???? ?????? / ???? ?? ??????.
147200261;8720195257448, 2950030368121, 2950053562865;2950030368121;2950030368121;Grading;Accu doet het niet – product laad niet op – gaat even aan en valt daarna meteen uit – Zuigmond is defect waardoor het product enorm veel lawaai maakt – de oplader doet het niet| The battery does not work – the product does not charge – it turns on briefly and then immediately shuts off – the suction nozzle is defective, causing the product to make a lot of noise – the charger does not work| ???????? ?? ???? – ?????? ?? ???? – ????? ????? ?? ????? ?????? – ???? ????? ????? ??? ???? ?????? ???? ????? ????? – ?????? ?? ????.
147229485;5410329662974;BG10005;BG10005;Grading;brievenbus beschadigd, hoek gebogen, verf bladdert, incompleet | mailbox damaged, corner bent, paint peeling, incomplete | ????? ?????? ????? ??????? ??????? ?????? ?????? ??? ?????
147481438;8720195257288, 2950029891425;8720195257288;8720195257288;Grading;De batterij bolt uit tijdens het opladen – lader doet het niet – product laad niet op – werkt niet| The battery bulges while charging – the charger does not work – the product does not charge – does not work| ???????? ????? ????? ????? – ?????? ?? ???? – ?????? ?? ???? – ?? ????.
147494867;8720387242962, 2950023106457;2950023106457;2950023106457;Grading;| Apparaat stoomt niet meer, waterreservoir klepje vergaan, foutmelding, lekt. | Device no longer produces steam, water reservoir cap deteriorated, error message, leaking. | ?????? ?? ???? ?????? ??? ????? ???? ???? ????? ????? ????? ???? ?????. |
147544218;736542323337, 12434680;UY10025GR;UY10025GR;Grading;Hoeken zijn kapot - koppelstuk mist - de maten van de buizen kloppen niet waardoor het product niet te gebruiken is| Corners are broken – coupling piece is missing – the pipe dimensions are incorrect, making the product unusable| ??????? ?????? - ???? ??????? ?????? - ????? ???????? ??? ?????? ??? ???? ?????? ??? ???? ?????????.
147596824;8720256830009;2950014736137;2950014736137;Grading;| Apparaat defect: gaat niet aan, lampjes branden niet, geen verbinding, USB werkt niet naar behoren. | Device defective: does not turn on, lights do not work, no connection, USB not functioning properly. | ?????? ?????: ?? ????? ??????? ?? ????? ?? ???? ?????? ???? USB ?? ???? ???? ????. |
147596830;8720256830825;2950029716353;2950029716353;Grading;Kopstuk is defect/kapot kan het niet op de haardroger plaatsen – de föhn doet het een paar seconde en daarna gaat die uit – brandlucht| The attachment is defective/broken and cannot be placed on the hairdryer – the hairdryer works for a few seconds and then shuts off – burning smell| ?????? ????/????? ??? ???? ?????? ??? ???? ????? – ???? ?????? ???? ????? ?? ????? – ????? ??????
147596832;8720256830115, 2950026369019;2950026369019;2950026369019;Grading;Geen geluid - de stemmen zijn volledig vervormd – de ene kant heeft meer geluid dan de andere kant| No sound - the voices are completely distorted - one side has more sound than the other| ?? ???? ??? - ??????? ????? ?????? - ??? ??? ???????? ???? ?? ?????
